modelo,cilindrada,potencia,combustible,revoluciones,cilindros,longitud,ancho,altura,maletero,peso,plazas,velocidad,poca_aceleracion,traccion,consumo,coste.Km,precio,marca,precio_categ
'PEUGEOT-405 GLD',"Cil_(1.8e+03,2e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2268,PEUGEOT,medium
'PEUGEOT-405 GR',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2277,PEUGEOT,medium
'PEUGEOT-405 GR Break',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_7,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2365,PEUGEOT,medium
'PEUGEOT-405 GRDT',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2572,PEUGEOT,medium
'PEUGEOT-405 GRDT Break',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_7,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2661,PEUGEOT,medium
'PEUGEOT-405 GRx4',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",4x4,"Cons_(8.5,9.5]","Cost_(13.5,15]",2909,PEUGEOT,medium
'PEUGEOT-405 GTX',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2836,PEUGEOT,medium
'PEUGEOT-405 Mi-16',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3455,PEUGEOT,expensive
'PEUGEOT-405 Mi16x4',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",4x4,"Cons_(8.5,9.5]","Cost_(13.5,15]",3955,PEUGEOT,expensive
'PEUGEOT-605 SRDT',"Cil_(2e+03,2.6e+03]","Pot_(105,130]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(450,500]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(185,200]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",3708,PEUGEOT,expensive
'PEUGEOT-605 SRI',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",3193,PEUGEOT,expensive
'PEUGEOT-605 SV 24v',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(450,500]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(17.5,30]",5678,PEUGEOT,luxury
'PEUGEOT-605 SV 3.0',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(450,500]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4738,PEUGEOT,expensive
'PORSCHE-911 Carrera',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_6,"Long_(400,430]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(9.5,11.3]","Cost_(17.5,30]",11178,PORSCHE,luxury
'PORSCHE-911 Carrera 4x4',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_6,"Long_(400,430]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",4x4,"Cons_(9.5,11.3]","Cost_(17.5,30]",13120,PORSCHE,luxury
'PORSCHE-928',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_8,"Long_(450,480]","Anch_(175,200]","Alt_(110,136]","Malet_[0,280]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",14370,PORSCHE,luxury
'PORSCHE-944',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(170,175]","Alt_(110,136]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7999,PORSCHE,luxury
'RENAULT-Alpine V6 Turbo',"Cil_(2e+03,2.6e+03]","Pot_(180,500]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(430,450]","Anch_(170,175]","Alt_(110,136]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7900,RENAULT,luxury
'RENAULT-Clio 1.1',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1115,RENAULT,cheap
'RENAULT-Clio 1.2',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1195,RENAULT,cheap
'RENAULT-Clio 1.4',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",1375,RENAULT,cheap
'RENAULT-Clio 1.7',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",1560,RENAULT,cheap
'RENAULT-Clio 1.9 D',"Cil_(1.8e+03,2e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1335,RENAULT,cheap
'RENAULT-Clio 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(940,1e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1742,RENAULT,cheap
'RENAULT-R-19 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2390,RENAULT,medium
'RENAULT-R-19 Chamade 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2390,RENAULT,medium
'RENAULT-R-19 Chamade GTD',"Cil_(1.8e+03,2e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1725,RENAULT,cheap
'RENAULT-R-19 Chamade GTS',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1640,RENAULT,cheap
'RENAULT-R-19 Chamade TXE',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2068,RENAULT,medium
'RENAULT-R-19 Chamade TXI',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1970,RENAULT,medium
'RENAULT-R-19 GTD',"Cil_(1.8e+03,2e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1725,RENAULT,cheap
'RENAULT-R-19 GTS',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1640,RENAULT,cheap
'RENAULT-R-19 TXE',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(141,143]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2068,RENAULT,medium
'RENAULT-R-19 TXI',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(139,141]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",1970,RENAULT,medium
'RENAULT-R-21 GTD',"Cil_(2e+03,2.6e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2325,RENAULT,medium
'RENAULT-R-21 GTS',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",2160,RENAULT,medium
'RENAULT-R-21 GTX',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2310,RENAULT,medium
'RENAULT-R-21 Nevada GTD',"Cil_(2e+03,2.6e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_7,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(8.5,9.5]","Cost_(6.5,11.5]",2625,RENAULT,medium
'RENAULT-R-21 Nevada GTS',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_7,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2410,RENAULT,medium
'RENAULT-R-21 Nevada TDX',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_7,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",3050,RENAULT,expensive
'RENAULT-R-21 Nevada TXE',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_7,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",2775,RENAULT,medium
'RENAULT-R-21 TXE',"Cil_(2e+03,2.6e+03]","Pot_(105,130]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2790,RENAULT,medium
'RENAULT-R-21 TXI',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2860,RENAULT,medium
'RENAULT-R-21 Turbo',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3595,RENAULT,expensive
'RENAULT-R-21 Turbo DX',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",2800,RENAULT,medium
'RENAULT-R-21 Turbo Quadra',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",4375,RENAULT,expensive
'RENAULT-R-25 TX',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(139,141]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",3160,RENAULT,expensive
'RENAULT-R-25 TXI',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(139,141]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3860,RENAULT,expensive
'RENAULT-R-25 Turbo Diesel',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(139,141]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",3485,RENAULT,expensive
'RENAULT-R-25 V6 I',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(139,141]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(11.3,20]","Cost_(17.5,30]",4550,RENAULT,expensive
'RENAULT-R-25 V6 Turbo Baccara',"Cil_(2e+03,2.6e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(139,141]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(11.3,20]","Cost_(17.5,30]",6700,RENAULT,luxury
'RENAULT-R-4 GTL Clan',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(143,200]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",945,RENAULT,cheap
'RENAULT-R-5 Baccara',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(139,141]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1710,RENAULT,cheap
'RENAULT-R-5 Baccara GTX',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(139,141]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1710,RENAULT,cheap
'RENAULT-R-5 Five',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(139,141]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1020,RENAULT,cheap
'RENAULT-R-5 GT Turbo 3p',"Cil_(900,1.5e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(139,141]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1785,RENAULT,cheap
'RENAULT-R-5 GTD Saga',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(139,141]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1445,RENAULT,cheap
'RENAULT-R-5 GTL Saga',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(139,141]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1360,RENAULT,cheap
'ROLLS ROYCE-Corniche Convertible',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(143,200]","Malet_(280,400]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",34680,ROLLS ROYCE,luxury
'ROLLS ROYCE-Silver',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",22663,ROLLS ROYCE,luxury
'ROVER-111 L',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1199,ROVER,cheap
'ROVER-114',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1309,ROVER,cheap
'ROVER-114 GTI 16v',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1555,ROVER,cheap
'ROVER-214 16v',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1957,ROVER,medium
'ROVER-216 GSI 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2199,ROVER,medium
'ROVER-820 SI',"Cil_(900,1.5e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(480,550]","Anch_(170,175]","Alt_(139,141]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",3495,ROVER,expensive
